D:\Downloads\IMG\center_2020_03_07_21_50_05_882.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_05_882.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_05_882.jpg, -0.7375764, 0.1654942, 0, 4.367296
D:\Downloads\IMG\center_2020_03_07_21_50_05_986.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_05_986.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_05_986.jpg, -1, 0, 0, 4.298217
D:\Downloads\IMG\center_2020_03_07_21_50_06_089.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_089.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_089.jpg, -0.8824327, 0, 0, 4.23547
D:\Downloads\IMG\center_2020_03_07_21_50_06_191.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_191.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_191.jpg, -0.5818858, 0, 0, 4.213045
D:\Downloads\IMG\center_2020_03_07_21_50_06_295.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_295.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_295.jpg, -0.6106219, 0, 0, 4.162312
D:\Downloads\IMG\center_2020_03_07_21_50_06_398.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_398.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_398.jpg, -0.9186842, 0, 0, 4.066453
D:\Downloads\IMG\center_2020_03_07_21_50_06_500.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_500.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_500.jpg, -1, 0, 0, 3.979619
D:\Downloads\IMG\center_2020_03_07_21_50_06_601.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_601.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_601.jpg, -1, 0, 0, 3.92119
D:\Downloads\IMG\center_2020_03_07_21_50_06_702.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_702.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_702.jpg, -0.9621832, 0, 0, 3.868374
D:\Downloads\IMG\center_2020_03_07_21_50_06_806.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_806.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_806.jpg, -0.6626456, 0, 0, 3.848657
D:\Downloads\IMG\center_2020_03_07_21_50_06_907.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_06_907.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_06_907.jpg, -0.3679374, 0.0712941, 0, 3.844066
D:\Downloads\IMG\center_2020_03_07_21_50_07_007.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_007.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_007.jpg, -0.07129823, 0.3679332, 0, 4.109086
D:\Downloads\IMG\center_2020_03_07_21_50_07_111.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_111.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_111.jpg, 0, 0.6781753, 0, 4.725748
D:\Downloads\IMG\center_2020_03_07_21_50_07_211.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_211.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_211.jpg, 0, 0.9755005, 0, 5.698721
D:\Downloads\IMG\center_2020_03_07_21_50_07_313.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_313.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_313.jpg, 0, 1, 0, 6.846896
D:\Downloads\IMG\center_2020_03_07_21_50_07_417.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_417.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_417.jpg, -0.3083652, 0.7558897, 0, 8.058143
D:\Downloads\IMG\center_2020_03_07_21_50_07_520.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_520.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_520.jpg, -0.6070927, 0.4571623, 0, 8.620024
D:\Downloads\IMG\center_2020_03_07_21_50_07_620.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_620.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_620.jpg, -0.9095608, 0.1546942, 0, 8.764694
D:\Downloads\IMG\center_2020_03_07_21_50_07_722.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_722.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_722.jpg, -0.6334469, 0, 0, 8.713382
D:\Downloads\IMG\center_2020_03_07_21_50_07_826.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_826.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_826.jpg, -0.3358291, 0, 0, 8.653447
D:\Downloads\IMG\center_2020_03_07_21_50_07_926.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_07_926.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_07_926.jpg, -0.03329177, 0.131817, 0, 8.604413
D:\Downloads\IMG\center_2020_03_07_21_50_08_031.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_031.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_031.jpg, 0, 0.4306827, 0, 8.869254
D:\Downloads\IMG\center_2020_03_07_21_50_08_132.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_132.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_132.jpg, 0, 0.7215459, 0, 9.498137
D:\Downloads\IMG\center_2020_03_07_21_50_08_235.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_235.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_235.jpg, 0, 1, 0, 10.70035
D:\Downloads\IMG\center_2020_03_07_21_50_08_336.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_336.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_336.jpg, 0, 1, 0, 11.63778
D:\Downloads\IMG\center_2020_03_07_21_50_08_437.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_437.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_437.jpg, 0, 1, 0, 12.87409
D:\Downloads\IMG\center_2020_03_07_21_50_08_538.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_538.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_538.jpg, 0, 1, 0, 13.868
D:\Downloads\IMG\center_2020_03_07_21_50_08_639.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_639.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_639.jpg, 0, 0.8950657, 0, 15.15498
D:\Downloads\IMG\center_2020_03_07_21_50_08_741.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_741.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_741.jpg, -0.2910771, 0.5896242, 0, 15.44904
D:\Downloads\IMG\center_2020_03_07_21_50_08_845.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_845.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_845.jpg, -0.5902277, 0.2904739, 0, 16.13504
D:\Downloads\IMG\center_2020_03_07_21_50_08_946.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_08_946.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_08_946.jpg, -0.3181783, 0, 0, 15.60723
D:\Downloads\IMG\center_2020_03_07_21_50_09_047.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_047.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_047.jpg, -0.02323872, 0, 0, 15.97618
D:\Downloads\IMG\center_2020_03_07_21_50_09_150.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_150.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_150.jpg, 0, 0, 0, 15.27345
D:\Downloads\IMG\center_2020_03_07_21_50_09_251.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_251.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_251.jpg, 0, 0.1934595, 0, 15.70416
D:\Downloads\IMG\center_2020_03_07_21_50_09_354.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_354.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_354.jpg, 0, 0.544657, 0, 15.99487
D:\Downloads\IMG\center_2020_03_07_21_50_09_458.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_458.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_458.jpg, 0, 0.8552963, 0, 16.3879
D:\Downloads\IMG\center_2020_03_07_21_50_09_561.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_561.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_561.jpg, 0, 1, 0, 17.66593
D:\Downloads\IMG\center_2020_03_07_21_50_09_662.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_662.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_662.jpg, 0, 0.7988466, 0, 18.42294
D:\Downloads\IMG\center_2020_03_07_21_50_09_767.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_767.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_767.jpg, 0, 0.498691, 0, 19.24158
D:\Downloads\IMG\center_2020_03_07_21_50_09_867.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_867.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_867.jpg, -0.04277701, 0.1957855, 0, 19.1789
D:\Downloads\IMG\center_2020_03_07_21_50_09_969.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_09_969.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_09_969.jpg, -0.3444975, 0, 0, 19.324
D:\Downloads\IMG\center_2020_03_07_21_50_10_073.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_073.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_073.jpg, -0.2981487, 0, 0, 18.6752
D:\Downloads\IMG\center_2020_03_07_21_50_10_174.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_174.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_174.jpg, 0, 0, 0, 18.4132
D:\Downloads\IMG\center_2020_03_07_21_50_10_278.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_278.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_278.jpg, 0, 0, 0, 18.69048
D:\Downloads\IMG\center_2020_03_07_21_50_10_380.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_380.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_380.jpg, 0, 0, 0, 18.00673
D:\Downloads\IMG\center_2020_03_07_21_50_10_483.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_483.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_483.jpg, 0, 0, 0, 18.32646
D:\Downloads\IMG\center_2020_03_07_21_50_10_584.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_584.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_584.jpg, -0.1228611, 0, 0, 17.63013
D:\Downloads\IMG\center_2020_03_07_21_50_10_688.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_688.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_688.jpg, -0.1714233, 0, 0, 17.9253
D:\Downloads\IMG\center_2020_03_07_21_50_10_792.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_792.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_792.jpg, 0, 0, 0, 17.22472
D:\Downloads\IMG\center_2020_03_07_21_50_10_896.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_896.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_896.jpg, 0, 0, 0, 17.00266
D:\Downloads\IMG\center_2020_03_07_21_50_10_997.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_10_997.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_10_997.jpg, 0, 0, 0, 17.36154
D:\Downloads\IMG\center_2020_03_07_21_50_11_101.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_101.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_101.jpg, 0, 0.1752696, 0, 16.71137
D:\Downloads\IMG\center_2020_03_07_21_50_11_202.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_202.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_202.jpg, 0, 0.4785201, 0, 17.40488
D:\Downloads\IMG\center_2020_03_07_21_50_11_305.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_305.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_305.jpg, 0, 0.3986756, 0, 17.48393
D:\Downloads\IMG\center_2020_03_07_21_50_11_406.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_406.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_406.jpg, 0, 0.09617181, 0, 18.00683
D:\Downloads\IMG\center_2020_03_07_21_50_11_510.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_510.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_510.jpg, -0.0390096, 0, 0, 17.34494
D:\Downloads\IMG\center_2020_03_07_21_50_11_609.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_609.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_609.jpg, -0.3414171, 0, 0, 17.62187
D:\Downloads\IMG\center_2020_03_07_21_50_11_713.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_713.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_713.jpg, -0.4164957, 0, 0, 16.84315
D:\Downloads\IMG\center_2020_03_07_21_50_11_818.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_818.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_818.jpg, -0.04871757, 0, 0, 16.64098
D:\Downloads\IMG\center_2020_03_07_21_50_11_919.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_11_919.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_11_919.jpg, 0, 0, 0, 16.98014
D:\Downloads\IMG\center_2020_03_07_21_50_12_022.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_022.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_022.jpg, 0, 0, 0, 16.27166
D:\Downloads\IMG\center_2020_03_07_21_50_12_124.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_124.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_124.jpg, 0, 0, 0, 16.64685
D:\Downloads\IMG\center_2020_03_07_21_50_12_225.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_225.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_225.jpg, -0.2744145, 0, 0, 15.92508
D:\Downloads\IMG\center_2020_03_07_21_50_12_328.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_328.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_328.jpg, -0.1552602, 0, 0, 16.26268
D:\Downloads\IMG\center_2020_03_07_21_50_12_430.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_430.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_430.jpg, 0, 0, 0, 15.56931
D:\Downloads\IMG\center_2020_03_07_21_50_12_533.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_533.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_533.jpg, 0, 0.0658377, 0, 15.94159
D:\Downloads\IMG\center_2020_03_07_21_50_12_635.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_635.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_635.jpg, 0, 0.4259292, 0, 16.07383
D:\Downloads\IMG\center_2020_03_07_21_50_12_737.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_737.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_737.jpg, 0, 0.7293884, 0, 16.24933
D:\Downloads\IMG\center_2020_03_07_21_50_12_838.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_838.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_838.jpg, 0, 1, 0, 17.42698
D:\Downloads\IMG\center_2020_03_07_21_50_12_942.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_12_942.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_12_942.jpg, 0, 1, 0, 18.26928
D:\Downloads\IMG\center_2020_03_07_21_50_13_044.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_044.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_044.jpg, 0, 0.7061421, 0, 19.30167
D:\Downloads\IMG\center_2020_03_07_21_50_13_144.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_144.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_144.jpg, 0, 0.405258, 0, 19.54473
D:\Downloads\IMG\center_2020_03_07_21_50_13_244.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_244.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_244.jpg, 0, 0.1062681, 0, 19.92999
D:\Downloads\IMG\center_2020_03_07_21_50_13_346.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_346.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_346.jpg, 0, 0, 0, 19.41387
D:\Downloads\IMG\center_2020_03_07_21_50_13_447.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_447.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_447.jpg, 0, 0, 0, 19.58192
D:\Downloads\IMG\center_2020_03_07_21_50_13_547.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_547.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_547.jpg, 0, 0, 0, 18.98711
D:\Downloads\IMG\center_2020_03_07_21_50_13_651.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_651.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_651.jpg, -0.1375692, 0, 0, 19.21704
D:\Downloads\IMG\center_2020_03_07_21_50_13_753.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_753.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_753.jpg, -0.4277121, 0, 0, 18.50581
D:\Downloads\IMG\center_2020_03_07_21_50_13_857.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_857.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_857.jpg, -0.1717772, 0, 0, 18.19514
D:\Downloads\IMG\center_2020_03_07_21_50_13_961.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_13_961.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_13_961.jpg, 0, 0, 0, 18.49108
D:\Downloads\IMG\center_2020_03_07_21_50_14_065.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_065.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_065.jpg, 0, 0, 0, 17.79848
D:\Downloads\IMG\center_2020_03_07_21_50_14_169.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_169.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_169.jpg, 0, 0, 0, 18.12527
D:\Downloads\IMG\center_2020_03_07_21_50_14_567.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_567.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_567.jpg, 0, 1, 0, 21.28577
D:\Downloads\IMG\center_2020_03_07_21_50_14_665.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_665.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_665.jpg, 0, 0.8734915, 0, 22.19705
D:\Downloads\IMG\center_2020_03_07_21_50_14_771.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_771.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_771.jpg, 0, 0.5745284, 0, 22.8951
D:\Downloads\IMG\center_2020_03_07_21_50_14_873.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_873.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_873.jpg, 0, 0.2845205, 0, 23.1522
D:\Downloads\IMG\center_2020_03_07_21_50_14_977.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_14_977.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_14_977.jpg, 0, 0, 0, 23.0313
D:\Downloads\IMG\center_2020_03_07_21_50_15_082.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_082.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_082.jpg, -0.0571443, 0, 0, 22.81165
D:\Downloads\IMG\center_2020_03_07_21_50_15_182.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_182.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_182.jpg, -0.3591984, 0, 0, 22.509
D:\Downloads\IMG\center_2020_03_07_21_50_15_287.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_287.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_287.jpg, -0.6540385, 0, 0, 22.07355
D:\Downloads\IMG\center_2020_03_07_21_50_15_388.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_388.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_388.jpg, -0.84746, 0, 0, 21.51565
D:\Downloads\IMG\center_2020_03_07_21_50_15_492.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_492.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_492.jpg, -0.54845, 0, 0, 21.26164
D:\Downloads\IMG\center_2020_03_07_21_50_15_594.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_594.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_594.jpg, -0.2484707, 0, 0, 21.08804
D:\Downloads\IMG\center_2020_03_07_21_50_15_696.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_696.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_696.jpg, 0, 0, 0, 20.80164
D:\Downloads\IMG\center_2020_03_07_21_50_15_798.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_798.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_798.jpg, 0.1008117, 0, 0, 20.6124
D:\Downloads\IMG\center_2020_03_07_21_50_15_899.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_15_899.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_15_899.jpg, 0.4045629, 0, 0, 20.19912
D:\Downloads\IMG\center_2020_03_07_21_50_16_000.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_000.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_000.jpg, 0.4283768, 0, 0, 20.00552
D:\Downloads\IMG\center_2020_03_07_21_50_16_104.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_104.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_104.jpg, 0.1183412, 0, 0, 19.5579
D:\Downloads\IMG\center_2020_03_07_21_50_16_208.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_208.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_208.jpg, 0, 0, 0, 19.66179
D:\Downloads\IMG\center_2020_03_07_21_50_16_309.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_309.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_309.jpg, 0, 0, 0, 19.08857
D:\Downloads\IMG\center_2020_03_07_21_50_16_412.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_412.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_412.jpg, 0, 0.0442491, 0, 19.29085
D:\Downloads\IMG\center_2020_03_07_21_50_16_514.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_514.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_514.jpg, 0, 0.3351849, 0, 18.94775
D:\Downloads\IMG\center_2020_03_07_21_50_16_618.jpg, D:\Downloads\IMG\left_2020_03_07_21_50_16_618.jpg, D:\Downloads\IMG\right_2020_03_07_21_50_16_618.jpg, 0, 0.7021254, 0, 19.5592
